KO	GENE
ko04016	AYCG.ctg19.181
ko04016	add.AYCG.ctg19.91
ko04016	AYCG.ctg28.250
ko04016	add.AYCG.ctg4.121
ko04016	add.AYCG.ctg10.58
ko04016	add.AYCG.ctg34.85
ko04016	add.AYCG.ctg29.2
ko04016	AYCG.ctg16.206
ko04016	AYCG.ctg20.42
ko04016	AYCG.ctg9.584
ko04016	AYCG.ctg2.248
ko04016	add.AYCG.ctg57.5
ko04016	add.AYCG.ctg20.141
ko04016	AYCG.ctg14.261
ko04016	AYCG.ctg13.106
ko04016	AYCG.ctg16.111
ko04016	AYCG.ctg7.777
ko04016	add.AYCG.ctg5.274
ko04016	add.AYCG.ctg5.230
ko04016	AYCG.ctg5.885
ko04016	AYCG.ctg2.200
ko04016	AYCG.ctg9.32
ko04016	add.AYCG.ctg2.101
ko04016	AYCG.ctg6.283
ko04016	add.AYCG.ctg43.3
ko04016	add.AYCG.ctg28.22
ko04016	AYCG.ctg39.27
ko04016	add.AYCG.ctg5.287
ko04016	AYCG.ctg36.182
ko04016	add.AYCG.ctg28.128
ko04016	AYCG.ctg2.585
ko04016	AYCG.ctg57.40
ko04016	AYCG.ctg2.307
ko04016	AYCG.ctg27.77
ko04016	add.AYCG.ctg6.3
ko04016	add.AYCG.ctg5.159
ko04016	AYCG.ctg34.181
ko04016	AYCG.ctg2.233
ko04016	add.AYCG.ctg21.237
ko04016	AYCG.ctg8.31
ko04016	add.AYCG.ctg20.177
ko04016	add.AYCG.ctg31.159
ko04016	AYCG.ctg2.273
ko04016	AYCG.ctg379.2
ko04016	AYCG.ctg1.521
ko04016	AYCG.ctg1.440
ko04016	AYCG.ctg28.184
ko04016	add.AYCG.ctg1.174
ko04016	AYCG.ctg9.231
ko04016	add.AYCG.ctg36.45
ko04016	AYCG.ctg5.236
ko04016	add.AYCG.ctg9.3
ko04016	AYCG.ctg4.257
ko04016	AYCG.ctg13.35
ko04016	add.AYCG.ctg23.72
ko04016	add.AYCG.ctg10.203
ko04016	AYCG.ctg19.73
ko04016	AYCG.ctg51.39
ko04016	AYCG.ctg57.32
ko04016	AYCG.ctg14.320
ko04016	AYCG.ctg24.145
ko04016	AYCG.ctg1.798
ko04016	AYCG.ctg24.270
ko04016	add.AYCG.ctg21.114
ko04016	AYCG.ctg16.146
ko04016	add.AYCG.ctg10.207
ko04016	AYCG.ctg10.38
ko04016	AYCG.ctg7.434
ko04016	add.AYCG.ctg24.191
ko04016	AYCG.ctg29.179
ko04016	add.AYCG.ctg31.186
ko04016	AYCG.ctg3.17
ko04016	add.AYCG.ctg32.146
ko04016	AYCG.ctg25.290
ko04016	AYCG.ctg28.96
ko04016	add.AYCG.ctg4.98
ko04016	AYCG.ctg23.291
ko04016	add.AYCG.ctg52.3
ko04016	AYCG.ctg36.197
ko04016	add.AYCG.ctg28.19
ko04016	AYCG.ctg5.62
ko04016	AYCG.ctg9.127
ko04016	add.AYCG.ctg34.71
ko04016	AYCG.ctg31.267
ko04016	add.AYCG.ctg2.185
ko04016	AYCG.ctg21.328
ko04016	AYCG.ctg20.37
ko04016	add.AYCG.ctg21.163
ko04016	AYCG.ctg20.136
ko04016	AYCG.ctg37.149
ko04016	add.AYCG.ctg21.226
ko04016	AYCG.ctg45.23
ko04016	add.AYCG.ctg21.121
ko04016	add.AYCG.ctg32.70
ko04016	add.AYCG.ctg33.54
ko04016	AYCG.ctg25.1
ko04016	AYCG.ctg20.66
ko04016	AYCG.ctg7.953
ko04016	AYCG.ctg16.67
ko04016	add.AYCG.ctg5.154
ko04016	AYCG.ctg3.210
ko04016	AYCG.ctg19.145
ko04016	AYCG.ctg47.11
ko04016	AYCG.ctg43.3
ko04016	AYCG.ctg28.252
ko04016	add.AYCG.ctg11.57
ko04016	AYCG.ctg7.1042
ko04016	add.AYCG.ctg1.58
ko04016	AYCG.ctg8.109
ko04016	AYCG.ctg23.231
ko04016	AYCG.ctg1.35
ko04016	add.AYCG.ctg18.7
ko04016	AYCG.ctg12.114
ko04016	add.AYCG.ctg5.152
ko04016	add.AYCG.ctg20.37
ko04016	add.AYCG.ctg31.158
ko04016	AYCG.ctg8.170
ko04016	AYCG.ctg32.325
ko04016	AYCG.ctg65.15
ko04016	AYCG.ctg7.1058
ko04016	add.AYCG.ctg28.91
ko04016	AYCG.ctg3.264
ko04016	AYCG.ctg2.475
ko04016	AYCG.ctg30.38
ko04016	AYCG.ctg5.306
ko04016	AYCG.ctg3.318
ko04016	AYCG.ctg3.254
ko04016	AYCG.ctg77.3
ko04016	add.AYCG.ctg40.21
ko04016	add.AYCG.ctg7.210
ko04016	add.AYCG.ctg43.12
ko04016	AYCG.ctg28.131
ko04016	AYCG.ctg36.30
ko04016	AYCG.ctg44.29
ko04016	AYCG.ctg8.68
ko04016	AYCG.ctg24.218
ko04016	AYCG.ctg5.465
ko04016	add.AYCG.ctg97.20
ko04016	AYCG.ctg5.747
ko04016	add.AYCG.ctg29.113
ko04016	AYCG.ctg27.45
ko04016	AYCG.ctg5.618
ko04016	AYCG.ctg34.485
ko04016	AYCG.ctg15.187
ko04016	AYCG.ctg7.894
ko04016	AYCG.ctg17.115
ko04016	AYCG.ctg28.165
ko04016	AYCG.ctg51.40
ko04016	AYCG.ctg34.337
ko04016	add.AYCG.ctg5.275
ko04016	add.AYCG.ctg22.55
ko04016	add.AYCG.ctg11.85
ko04016	add.AYCG.ctg7.406
ko04016	add.AYCG.ctg4.240
ko04016	AYCG.ctg7.400
ko04016	AYCG.ctg17.59
ko04016	AYCG.ctg31.99
ko04016	add.AYCG.ctg34.278
ko04016	AYCG.ctg5.361
ko04016	AYCG.ctg3.42
ko04016	AYCG.ctg21.253
ko04016	AYCG.ctg1.790
ko04016	AYCG.ctg28.210
ko04016	AYCG.ctg1.518
ko04016	AYCG.ctg46.66
ko04016	AYCG.ctg3.616
ko04016	add.AYCG.ctg23.12
ko04016	AYCG.ctg6.13
ko04016	add.AYCG.ctg4.168
ko04016	AYCG.ctg5.412
ko04016	AYCG.ctg5.341
ko04016	AYCG.ctg59.50
ko04016	add.AYCG.ctg5.276
ko04016	add.AYCG.ctg33.51
ko04016	add.AYCG.ctg7.47
ko04016	add.AYCG.ctg8.21
ko04016	AYCG.ctg1.209
ko04016	AYCG.ctg10.51
ko04016	AYCG.ctg10.377
ko04016	AYCG.ctg48.53
ko04016	add.AYCG.ctg38.29
ko04016	AYCG.ctg5.31
ko04016	add.AYCG.ctg8.98
ko04016	AYCG.ctg14.149
ko04016	add.AYCG.ctg8.97
ko04016	AYCG.ctg33.25
ko04016	AYCG.ctg32.292
ko04016	AYCG.ctg379.1
ko04016	AYCG.ctg2.384
ko04016	AYCG.ctg18.133
ko04016	AYCG.ctg27.91
ko04011	AYCG.ctg23.207
ko04011	AYCG.ctg22.64
ko04011	AYCG.ctg32.268
ko04011	AYCG.ctg48.35
ko04011	AYCG.ctg44.36
ko04011	AYCG.ctg23.206
ko04011	add.AYCG.ctg30.43
ko04011	AYCG.ctg24.7
ko04011	AYCG.ctg24.357
ko04011	add.AYCG.ctg7.261
ko04011	AYCG.ctg49.50
ko04011	add.AYCG.ctg21.74
ko04011	AYCG.ctg6.206
ko04011	AYCG.ctg19.124
ko04011	AYCG.ctg59.30
ko04011	AYCG.ctg10.355
ko04011	add.AYCG.ctg29.91
ko04011	AYCG.ctg34.462
ko04011	AYCG.ctg3.68
ko04011	AYCG.ctg5.328
ko04011	AYCG.ctg23.130
ko04011	add.AYCG.ctg31.124
ko04011	AYCG.ctg20.79
ko04011	AYCG.ctg5.1027
ko04011	AYCG.ctg24.456
ko04011	add.AYCG.ctg1405.6
ko04011	AYCG.ctg15.51
ko04011	AYCG.ctg19.70
ko04011	add.AYCG.ctg2.408
ko04011	AYCG.ctg64.11
ko04011	AYCG.ctg2.68
ko04011	add.AYCG.ctg31.125
ko04011	add.AYCG.ctg351.19
ko04011	AYCG.ctg9.629
ko04011	AYCG.ctg25.380
ko04011	AYCG.ctg21.449
ko04011	AYCG.ctg5.74
ko04011	AYCG.ctg13.14
ko04011	AYCG.ctg9.535
ko04011	AYCG.ctg9.148
ko04011	AYCG.ctg29.6
ko04011	AYCG.ctg56.39
ko04011	AYCG.ctg19.152
ko04011	AYCG.ctg10.297
ko04011	add.AYCG.ctg31.80
ko04011	AYCG.ctg7.668
ko04011	add.AYCG.ctg59.9
ko04011	AYCG.ctg30.85
ko04011	AYCG.ctg20.586
ko04011	AYCG.ctg9.172
ko04011	AYCG.ctg7.123
ko04011	AYCG.ctg2.157
ko04011	AYCG.ctg4.89
ko04011	AYCG.ctg19.53
ko04011	AYCG.ctg26.67
ko04011	AYCG.ctg20.136
ko04011	AYCG.ctg1.397
ko04011	AYCG.ctg9.182
ko04011	AYCG.ctg34.121
ko04011	AYCG.ctg32.39
ko04011	AYCG.ctg10.336
ko04011	AYCG.ctg34.550
ko04011	AYCG.ctg50.92
ko04011	AYCG.ctg34.531
ko04011	AYCG.ctg12.40
ko04011	AYCG.ctg7.1058
ko04011	AYCG.ctg3.261
ko04011	AYCG.ctg7.367
ko04011	AYCG.ctg4.166
ko04011	AYCG.ctg9.235
ko04011	AYCG.ctg46.39
ko04011	AYCG.ctg34.480
ko04011	AYCG.ctg34.309
ko04011	AYCG.ctg18.8
ko04011	AYCG.ctg28.203
ko04011	AYCG.ctg2.170
ko04011	AYCG.ctg10.45
ko04011	AYCG.ctg34.42
ko04011	AYCG.ctg14.243
ko04012	AYCG.ctg43.9
ko04012	AYCG.ctg25.278
ko04012	AYCG.ctg7.668
ko04012	add.AYCG.ctg77.5
ko04012	AYCG.ctg5.445
ko04012	AYCG.ctg15.51
ko04012	AYCG.ctg2.358
ko04012	add.AYCG.ctg69.9
ko04012	AYCG.ctg20.419
ko04012	AYCG.ctg30.85
ko04012	add.AYCG.ctg77.6
ko04012	AYCG.ctg20.586
ko04012	AYCG.ctg24.357
ko04012	add.AYCG.ctg77.13
ko04012	AYCG.ctg32.68
ko04012	AYCG.ctg1.405
ko04012	AYCG.ctg6.206
ko04012	AYCG.ctg34.91
ko04012	add.AYCG.ctg7.265
ko04012	add.AYCG.ctg77.7
ko04012	AYCG.ctg34.581
ko04012	AYCG.ctg5.74
ko04012	add.AYCG.ctg2.125
ko04012	AYCG.ctg21.474
ko04012	AYCG.ctg27.13
ko04012	AYCG.ctg3.253
ko04012	add.AYCG.ctg10.96
ko04012	AYCG.ctg18.8
ko04012	AYCG.ctg34.462
ko04012	AYCG.ctg5.328
ko04012	AYCG.ctg29.6
ko04012	AYCG.ctg25.476
ko04012	AYCG.ctg8.177
ko04012	AYCG.ctg28.203
ko04012	add.AYCG.ctg20.203
ko04012	AYCG.ctg56.39
ko04012	AYCG.ctg3.309
ko04012	AYCG.ctg37.15
ko04012	AYCG.ctg5.1027
ko04012	AYCG.ctg4.286
ko04012	AYCG.ctg14.243
ko04310	add.AYCG.ctg1264.2
ko04310	AYCG.ctg4.53
ko04310	AYCG.ctg25.278
ko04310	AYCG.ctg5.312
ko04310	add.AYCG.ctg351.21
ko04310	AYCG.ctg20.32
ko04310	add.AYCG.ctg69.9
ko04310	AYCG.ctg12.24
ko04310	AYCG.ctg14.74
ko04310	AYCG.ctg34.593
ko04310	AYCG.ctg23.222
ko04310	AYCG.ctg25.66
ko04310	AYCG.ctg10.230
ko04310	AYCG.ctg13.88
ko04310	AYCG.ctg4.47
ko04310	AYCG.ctg21.474
ko04310	AYCG.ctg22.336
ko04310	AYCG.ctg21.46
ko04310	AYCG.ctg10.229
ko04310	AYCG.ctg10.544
ko04310	AYCG.ctg1.651
ko04310	add.AYCG.ctg20.191
ko04310	AYCG.ctg41.22
ko04310	AYCG.ctg6.345
ko04310	AYCG.ctg43.102
ko04310	AYCG.ctg23.106
ko04310	AYCG.ctg27.112
ko04310	AYCG.ctg17.225
ko04310	AYCG.ctg33.26
ko04310	AYCG.ctg5.376
ko04310	AYCG.ctg8.147
ko04310	AYCG.ctg21.227
ko04310	AYCG.ctg28.37
ko04310	AYCG.ctg27.111
ko04310	AYCG.ctg1.433
ko04310	AYCG.ctg2.534
ko04310	AYCG.ctg16.221
ko04310	AYCG.ctg24.199
ko04310	AYCG.ctg5.655
ko04310	AYCG.ctg8.158
ko04310	AYCG.ctg24.189
ko04310	AYCG.ctg23.370
ko04310	AYCG.ctg23.224
ko04310	AYCG.ctg34.581
ko04310	AYCG.ctg31.348
ko04310	AYCG.ctg2.64
ko04310	AYCG.ctg24.420
ko04310	AYCG.ctg7.813
ko04310	AYCG.ctg11.89
ko04310	AYCG.ctg49.23
ko04310	AYCG.ctg102.6
ko04310	AYCG.ctg25.476
ko04310	AYCG.ctg2.753
ko04310	add.AYCG.ctg77.12
ko04310	AYCG.ctg1.542
ko04310	AYCG.ctg6.1
ko04310	AYCG.ctg5.335
ko04310	AYCG.ctg18.139
ko04310	AYCG.ctg46.22
ko04310	add.AYCG.ctg77.6
ko04310	AYCG.ctg32.130
ko04310	AYCG.ctg1.326
ko04310	add.AYCG.ctg77.13
ko04310	AYCG.ctg2.743
ko04310	add.AYCG.ctg25.119
ko04310	AYCG.ctg8.152
ko04310	AYCG.ctg10.125
ko04310	AYCG.ctg14.466
ko04310	add.AYCG.ctg18.129
ko04310	AYCG.ctg36.167
ko04310	AYCG.ctg7.985
ko04310	AYCG.ctg32.316
ko04310	AYCG.ctg3.503
ko04310	add.AYCG.ctg7.312
ko04310	AYCG.ctg37.15
ko04310	AYCG.ctg7.453
ko04310	AYCG.ctg28.36
ko04310	AYCG.ctg43.9
ko04310	AYCG.ctg3.329
ko04310	add.AYCG.ctg77.5
ko04310	AYCG.ctg24.416
ko04310	AYCG.ctg5.445
ko04310	AYCG.ctg20.642
ko04310	AYCG.ctg20.634
ko04310	AYCG.ctg21.562
ko04310	add.AYCG.ctg7.163
ko04310	AYCG.ctg33.32
ko04310	AYCG.ctg34.412
ko04310	AYCG.ctg7.202
ko04310	AYCG.ctg14.467
ko04310	add.AYCG.ctg9.303
ko04310	AYCG.ctg21.44
ko04310	add.AYCG.ctg77.7
ko04310	AYCG.ctg15.65
ko04310	AYCG.ctg31.155
ko04310	AYCG.ctg1.315
ko04310	AYCG.ctg27.13
ko04310	AYCG.ctg8.186
ko04310	AYCG.ctg21.560
ko04310	AYCG.ctg1.45
ko04310	AYCG.ctg16.63
ko04310	AYCG.ctg7.10
ko04310	AYCG.ctg32.260
ko04310	AYCG.ctg8.177
ko04310	AYCG.ctg25.30
ko04310	AYCG.ctg4.58
ko04330	add.AYCG.ctg1264.2
ko04330	AYCG.ctg5.335
ko04330	add.AYCG.ctg1.110
ko04330	AYCG.ctg13.163
ko04330	AYCG.ctg123.12
ko04330	AYCG.ctg14.467
ko04330	AYCG.ctg32.376
ko04330	AYCG.ctg24.12
ko04330	AYCG.ctg10.85
ko04330	AYCG.ctg14.42
ko04330	AYCG.ctg14.466
ko04330	AYCG.ctg1.45
ko04330	AYCG.ctg21.269
ko04330	AYCG.ctg7.10
ko04330	AYCG.ctg32.260
ko04330	AYCG.ctg20.349
ko04330	AYCG.ctg1.651
ko04330	add.AYCG.ctg3.117
ko04330	add.AYCG.ctg20.191
ko04330	add.AYCG.ctg3.116
ko04330	AYCG.ctg43.102
ko04330	AYCG.ctg6.1
ko04340	AYCG.ctg43.58
ko04340	AYCG.ctg3.329
ko04340	AYCG.ctg21.227
ko04340	add.AYCG.ctg77.5
ko04340	AYCG.ctg5.445
ko04340	AYCG.ctg45.53
ko04340	add.AYCG.ctg351.21
ko04340	AYCG.ctg9.698
ko04340	add.AYCG.ctg69.9
ko04340	AYCG.ctg7.411
ko04340	AYCG.ctg19.6
ko04340	AYCG.ctg34.412
ko04340	AYCG.ctg34.593
ko04340	add.AYCG.ctg77.6
ko04340	AYCG.ctg16.221
ko04340	AYCG.ctg41.21
ko04340	AYCG.ctg9.276
ko04340	AYCG.ctg34.484
ko04340	AYCG.ctg5.655
ko04340	AYCG.ctg10.230
ko04340	AYCG.ctg1.326
ko04340	AYCG.ctg2.576
ko04340	add.AYCG.ctg77.13
ko04340	AYCG.ctg6.232
ko04340	add.AYCG.ctg77.7
ko04340	AYCG.ctg12.266
ko04340	AYCG.ctg22.114
ko04340	AYCG.ctg23.377
ko04340	AYCG.ctg21.474
ko04340	AYCG.ctg25.192
ko04340	AYCG.ctg27.13
ko04340	AYCG.ctg10.285
ko04340	AYCG.ctg31.351
ko04340	AYCG.ctg22.336
ko04340	AYCG.ctg8.186
ko04340	AYCG.ctg34.468
ko04340	AYCG.ctg17.261
ko04340	AYCG.ctg34.461
ko04340	AYCG.ctg10.229
ko04340	AYCG.ctg43.88
ko04340	AYCG.ctg21.343
ko04340	AYCG.ctg21.284
ko04340	AYCG.ctg64.17
ko04340	add.AYCG.ctg3.131
ko04340	AYCG.ctg25.476
ko04340	AYCG.ctg37.87
ko04340	AYCG.ctg21.316
ko04340	AYCG.ctg10.276
ko04340	AYCG.ctg37.15
ko04340	AYCG.ctg3.212
ko04340	AYCG.ctg59.23
ko04340	AYCG.ctg7.537
ko04341	AYCG.ctg3.329
ko04341	AYCG.ctg21.227
ko04341	add.AYCG.ctg77.5
ko04341	AYCG.ctg5.445
ko04341	AYCG.ctg18.139
ko04341	AYCG.ctg5.312
ko04341	add.AYCG.ctg351.21
ko04341	AYCG.ctg20.642
ko04341	add.AYCG.ctg69.9
ko04341	AYCG.ctg19.6
ko04341	AYCG.ctg34.412
ko04341	AYCG.ctg34.593
ko04341	AYCG.ctg1.433
ko04341	add.AYCG.ctg77.6
ko04341	AYCG.ctg16.221
ko04341	AYCG.ctg32.130
ko04341	AYCG.ctg41.21
ko04341	AYCG.ctg9.276
ko04341	AYCG.ctg34.484
ko04341	AYCG.ctg5.655
ko04341	AYCG.ctg10.230
ko04341	AYCG.ctg1.326
ko04341	add.AYCG.ctg77.13
ko04341	add.AYCG.ctg77.7
ko04341	add.AYCG.ctg25.119
ko04341	AYCG.ctg12.266
ko04341	AYCG.ctg15.65
ko04341	AYCG.ctg22.114
ko04341	AYCG.ctg4.47
ko04341	AYCG.ctg23.377
ko04341	AYCG.ctg21.474
ko04341	add.AYCG.ctg18.129
ko04341	AYCG.ctg25.192
ko04341	AYCG.ctg27.13
ko04341	AYCG.ctg34.461
ko04341	AYCG.ctg22.336
ko04341	AYCG.ctg24.420
ko04341	AYCG.ctg8.186
ko04341	AYCG.ctg17.261
ko04341	AYCG.ctg10.229
ko04341	AYCG.ctg43.88
ko04341	AYCG.ctg21.343
ko04341	AYCG.ctg21.284
ko04341	AYCG.ctg10.544
ko04341	AYCG.ctg25.108
ko04341	AYCG.ctg25.476
ko04341	AYCG.ctg21.316
ko04341	AYCG.ctg10.276
ko04341	AYCG.ctg37.15
ko04341	AYCG.ctg7.453
ko04341	AYCG.ctg3.212
ko04341	add.AYCG.ctg77.12
ko04341	AYCG.ctg17.225
ko04341	AYCG.ctg7.537
ko04350	add.AYCG.ctg1264.2
ko04350	add.AYCG.ctg36.44
ko04350	AYCG.ctg7.668
ko04350	AYCG.ctg18.139
ko04350	AYCG.ctg20.642
ko04350	AYCG.ctg5.312
ko04350	AYCG.ctg15.51
ko04350	AYCG.ctg12.91
ko04350	add.AYCG.ctg688.17
ko04350	AYCG.ctg2.358
ko04350	AYCG.ctg7.626
ko04350	AYCG.ctg20.419
ko04350	AYCG.ctg20.423
ko04350	AYCG.ctg30.85
ko04350	AYCG.ctg34.412
ko04350	AYCG.ctg1.433
ko04350	AYCG.ctg16.221
ko04350	add.AYCG.ctg5.97
ko04350	AYCG.ctg32.130
ko04350	AYCG.ctg14.467
ko04350	AYCG.ctg10.230
ko04350	AYCG.ctg20.586
ko04350	AYCG.ctg24.357
ko04350	AYCG.ctg23.349
ko04350	AYCG.ctg44.46
ko04350	AYCG.ctg6.206
ko04350	AYCG.ctg17.215
ko04350	add.AYCG.ctg1.223
ko04350	AYCG.ctg8.133
ko04350	add.AYCG.ctg25.119
ko04350	AYCG.ctg29.115
ko04350	AYCG.ctg15.65
ko04350	AYCG.ctg4.47
ko04350	AYCG.ctg31.360
ko04350	AYCG.ctg9.705
ko04350	AYCG.ctg14.466
ko04350	AYCG.ctg5.74
ko04350	add.AYCG.ctg18.129
ko04350	add.AYCG.ctg688.16
ko04350	AYCG.ctg24.420
ko04350	AYCG.ctg1.45
ko04350	AYCG.ctg57.53
ko04350	AYCG.ctg10.229
ko04350	AYCG.ctg7.10
ko04350	AYCG.ctg32.260
ko04350	AYCG.ctg18.8
ko04350	AYCG.ctg34.462
ko04350	add.AYCG.ctg3.11
ko04350	AYCG.ctg7.386
ko04350	AYCG.ctg1.651
ko04350	AYCG.ctg10.544
ko04350	AYCG.ctg5.328
ko04350	AYCG.ctg22.134
ko04350	add.AYCG.ctg10.96
ko04350	AYCG.ctg7.220
ko04350	AYCG.ctg29.6
ko04350	AYCG.ctg28.203
ko04350	AYCG.ctg56.39
ko04350	AYCG.ctg2.734
ko04350	AYCG.ctg7.453
ko04350	AYCG.ctg5.1027
ko04350	add.AYCG.ctg77.12
ko04350	AYCG.ctg17.225
ko04350	AYCG.ctg2.595
ko04350	AYCG.ctg6.1
ko04350	AYCG.ctg14.243
ko04390	AYCG.ctg22.64
ko04390	AYCG.ctg32.268
ko04390	AYCG.ctg12.91
ko04390	add.AYCG.ctg351.21
ko04390	add.AYCG.ctg69.9
ko04390	AYCG.ctg20.423
ko04390	AYCG.ctg34.593
ko04390	AYCG.ctg23.349
ko04390	add.AYCG.ctg21.74
ko04390	AYCG.ctg43.8
ko04390	add.AYCG.ctg33.36
ko04390	AYCG.ctg7.624
ko04390	AYCG.ctg19.124
ko04390	AYCG.ctg31.360
ko04390	add.AYCG.ctg33.35
ko04390	add.AYCG.ctg6.159
ko04390	AYCG.ctg21.474
ko04390	AYCG.ctg31.351
ko04390	AYCG.ctg22.336
ko04390	AYCG.ctg37.53
ko04390	add.AYCG.ctg14.85
ko04390	add.AYCG.ctg33.34
ko04390	add.AYCG.ctg14.86
ko04390	AYCG.ctg46.19
ko04390	AYCG.ctg46.6
ko04390	add.AYCG.ctg2.267
ko04390	add.AYCG.ctg14.21
ko04390	add.AYCG.ctg36.44
ko04390	AYCG.ctg21.227
ko04390	AYCG.ctg45.53
ko04390	AYCG.ctg64.37
ko04390	AYCG.ctg9.698
ko04390	AYCG.ctg50.4
ko04390	add.AYCG.ctg2.408
ko04390	AYCG.ctg5.655
ko04390	add.AYCG.ctg6.114
ko04390	add.AYCG.ctg1.223
ko04390	add.AYCG.ctg688.16
ko04390	add.AYCG.ctg6.80
ko04390	AYCG.ctg9.148
ko04390	add.AYCG.ctg14.84
ko04390	AYCG.ctg64.17
ko04390	AYCG.ctg14.292
ko04390	add.AYCG.ctg14.87
ko04390	AYCG.ctg25.476
ko04390	AYCG.ctg19.152
ko04390	AYCG.ctg34.580
ko04390	AYCG.ctg7.626
ko04390	AYCG.ctg59.23
ko04390	AYCG.ctg43.58
ko04390	AYCG.ctg3.220
ko04390	add.AYCG.ctg77.6
ko04390	add.AYCG.ctg5.97
ko04390	AYCG.ctg49.4
ko04390	AYCG.ctg1.326
ko04390	AYCG.ctg9.172
ko04390	add.AYCG.ctg77.13
ko04390	AYCG.ctg17.215
ko04390	add.AYCG.ctg21.49
ko04390	AYCG.ctg25.279
ko04390	AYCG.ctg9.182
ko04390	AYCG.ctg7.985
ko04390	AYCG.ctg57.53
ko04390	AYCG.ctg10.336
ko04390	add.AYCG.ctg3.11
ko04390	AYCG.ctg2.734
ko04390	AYCG.ctg37.15
ko04390	AYCG.ctg14.315
ko04390	AYCG.ctg9.705
ko04390	AYCG.ctg34.531
ko04390	AYCG.ctg3.329
ko04390	add.AYCG.ctg77.5
ko04390	AYCG.ctg5.445
ko04390	add.AYCG.ctg688.17
ko04390	AYCG.ctg25.421
ko04390	add.AYCG.ctg5.399
ko04390	AYCG.ctg28.214
ko04390	AYCG.ctg9.309
ko04390	AYCG.ctg46.9
ko04390	AYCG.ctg29.115
ko04390	add.AYCG.ctg77.7
ko04390	AYCG.ctg50.5
ko04390	AYCG.ctg12.94
ko04390	AYCG.ctg34.309
ko04390	AYCG.ctg27.13
ko04390	AYCG.ctg8.186
ko04390	add.AYCG.ctg3.131
ko04390	AYCG.ctg22.134
ko04390	AYCG.ctg7.220
ko04390	AYCG.ctg49.19
ko04390	add.AYCG.ctg6.111
ko04390	AYCG.ctg20.367
ko04391	AYCG.ctg22.64
ko04391	add.AYCG.ctg36.44
ko04391	AYCG.ctg3.329
ko04391	AYCG.ctg21.227
ko04391	AYCG.ctg32.268
ko04391	AYCG.ctg12.91
ko04391	add.AYCG.ctg688.17
ko04391	AYCG.ctg64.37
ko04391	AYCG.ctg20.423
ko04391	AYCG.ctg50.4
ko04391	add.AYCG.ctg2.408
ko04391	AYCG.ctg34.593
ko04391	add.AYCG.ctg5.97
ko04391	AYCG.ctg49.4
ko04391	AYCG.ctg9.590
ko04391	AYCG.ctg5.655
ko04391	AYCG.ctg20.259
ko04391	AYCG.ctg1.326
ko04391	AYCG.ctg23.349
ko04391	AYCG.ctg9.309
ko04391	AYCG.ctg46.9
ko04391	AYCG.ctg17.215
ko04391	add.AYCG.ctg21.74
ko04391	AYCG.ctg5.877
ko04391	add.AYCG.ctg1.223
ko04391	AYCG.ctg9.172
ko04391	add.AYCG.ctg33.36
ko04391	AYCG.ctg7.624
ko04391	AYCG.ctg29.115
ko04391	AYCG.ctg31.229
ko04391	AYCG.ctg19.124
ko04391	AYCG.ctg31.360
ko04391	AYCG.ctg50.5
ko04391	AYCG.ctg9.705
ko04391	AYCG.ctg9.589
ko04391	AYCG.ctg8.30
ko04391	add.AYCG.ctg33.35
ko04391	add.AYCG.ctg688.16
ko04391	AYCG.ctg12.94
ko04391	AYCG.ctg34.309
ko04391	AYCG.ctg9.182
ko04391	AYCG.ctg20.522
ko04391	AYCG.ctg22.336
ko04391	AYCG.ctg8.186
ko04391	AYCG.ctg9.148
ko04391	AYCG.ctg57.53
ko04391	AYCG.ctg31.230
ko04391	AYCG.ctg10.336
ko04391	AYCG.ctg7.719
ko04391	add.AYCG.ctg3.11
ko04391	AYCG.ctg22.134
ko04391	AYCG.ctg7.220
ko04391	add.AYCG.ctg33.34
ko04391	AYCG.ctg19.152
ko04391	AYCG.ctg49.19
ko04391	AYCG.ctg46.19
ko04391	AYCG.ctg2.734
ko04391	AYCG.ctg46.6
ko04391	AYCG.ctg34.531
ko04391	AYCG.ctg17.11
ko04391	AYCG.ctg20.367
ko04391	AYCG.ctg7.626
ko04391	AYCG.ctg31.51
ko04392	add.AYCG.ctg33.35
ko04392	AYCG.ctg3.329
ko04392	AYCG.ctg21.227
ko04392	AYCG.ctg5.655
ko04392	add.AYCG.ctg33.34
ko04392	AYCG.ctg12.94
ko04392	AYCG.ctg3.261
ko04392	AYCG.ctg1.397
ko04392	AYCG.ctg1.326
ko04392	AYCG.ctg7.624
ko04392	AYCG.ctg22.336
ko04392	AYCG.ctg49.50
ko04392	AYCG.ctg8.186
ko04392	AYCG.ctg52.24
ko04392	add.AYCG.ctg33.36
ko04392	AYCG.ctg34.593
ko04392	AYCG.ctg46.39
ko04370	AYCG.ctg20.634
ko04370	AYCG.ctg7.668
ko04370	AYCG.ctg4.53
ko04370	AYCG.ctg24.416
ko04370	AYCG.ctg15.51
ko04370	AYCG.ctg21.562
ko04370	AYCG.ctg46.22
ko04370	AYCG.ctg30.85
ko04370	AYCG.ctg57.2
ko04370	AYCG.ctg28.37
ko04370	AYCG.ctg25.66
ko04370	AYCG.ctg20.586
ko04370	AYCG.ctg24.357
ko04370	AYCG.ctg32.68
ko04370	AYCG.ctg1.405
ko04370	AYCG.ctg6.206
ko04370	AYCG.ctg23.370
ko04370	AYCG.ctg36.114
