GO	GENE	CLASS
GO:0016491	AYCG.ctg7.530	molecular_function
GO:0055114	AYCG.ctg24.115	biological_process
GO:0006979	AYCG.ctg24.115	biological_process
GO:0004601	AYCG.ctg24.115	molecular_function
GO:0020037	AYCG.ctg24.115	molecular_function
GO:0033014	AYCG.ctg2.621	biological_process
GO:0055114	AYCG.ctg2.621	biological_process
GO:0050661	AYCG.ctg2.621	molecular_function
GO:0008883	AYCG.ctg2.621	molecular_function
GO:0005515	AYCG.ctg69.13	molecular_function
GO:0055114	add.AYCG.ctg1074.6	biological_process
GO:0007018	AYCG.ctg28.183	biological_process
GO:0008017	AYCG.ctg28.183	molecular_function
GO:0005524	AYCG.ctg28.183	molecular_function
GO:0003777	AYCG.ctg28.183	molecular_function
GO:0005515	AYCG.ctg28.183	molecular_function
GO:0006355	AYCG.ctg3.396	biological_process
GO:0006914	AYCG.ctg3.396	biological_process
GO:0003700	AYCG.ctg3.396	molecular_function
GO:0043565	AYCG.ctg3.396	molecular_function
GO:0003677	AYCG.ctg3.396	molecular_function
GO:0016559	AYCG.ctg18.97	biological_process
GO:0005779	AYCG.ctg18.97	cellular_component
GO:0006355	AYCG.ctg28.13	biological_process
GO:0003700	AYCG.ctg28.13	molecular_function
GO:0043565	AYCG.ctg28.13	molecular_function
GO:0003824	AYCG.ctg8.232	molecular_function
GO:0046872	AYCG.ctg29.151	molecular_function
GO:0016020	AYCG.ctg2.385	cellular_component
GO:0042626	add.AYCG.ctg59.17	molecular_function
GO:0003924	add.AYCG.ctg59.17	molecular_function
GO:0005524	add.AYCG.ctg59.17	molecular_function
GO:0005525	add.AYCG.ctg59.17	molecular_function
GO:0016020	add.AYCG.ctg59.17	cellular_component
GO:0019239	AYCG.ctg36.65	molecular_function
GO:0006260	AYCG.ctg20.264	biological_process
GO:0008855	AYCG.ctg20.264	molecular_function
GO:0006383	AYCG.ctg3.27	biological_process
GO:0003676	AYCG.ctg3.27	molecular_function
GO:0005666	AYCG.ctg3.27	cellular_component
GO:0015996	AYCG.ctg10.205	biological_process
GO:0006508	AYCG.ctg10.205	biological_process
GO:0047746	AYCG.ctg10.205	molecular_function
GO:0008236	AYCG.ctg10.205	molecular_function
GO:0005515	AYCG.ctg6.107	molecular_function
GO:0003676	AYCG.ctg27.128	molecular_function
GO:0008270	add.AYCG.ctg2.322	molecular_function
GO:0006412	AYCG.ctg13.30	biological_process
GO:0010333	AYCG.ctg13.30	molecular_function
GO:0000287	AYCG.ctg13.30	molecular_function
GO:0003735	AYCG.ctg13.30	molecular_function
GO:0003824	AYCG.ctg13.30	molecular_function
GO:0016829	AYCG.ctg13.30	molecular_function
GO:0016021	AYCG.ctg13.30	cellular_component
GO:0005840	AYCG.ctg13.30	cellular_component
GO:0016788	AYCG.ctg25.363	molecular_function
GO:0006468	AYCG.ctg1.564	biological_process
GO:0005524	AYCG.ctg1.564	molecular_function
GO:0004672	AYCG.ctg1.564	molecular_function
GO:0006355	AYCG.ctg28.17	biological_process
GO:0003677	AYCG.ctg28.17	molecular_function
GO:0006352	AYCG.ctg49.74	biological_process
GO:0003677	AYCG.ctg49.74	molecular_function
GO:0071821	AYCG.ctg49.74	cellular_component
GO:0016021	AYCG.ctg11.30	cellular_component
GO:0005815	AYCG.ctg11.30	cellular_component
GO:0003677	AYCG.ctg21.179	molecular_function
GO:0016787	AYCG.ctg23.203	molecular_function
GO:0055114	AYCG.ctg59.36	biological_process
GO:0016491	AYCG.ctg59.36	molecular_function
GO:0005515	AYCG.ctg34.342	molecular_function
GO:0006355	add.AYCG.ctg7.398	biological_process
GO:0003700	add.AYCG.ctg7.398	molecular_function
GO:0005783	AYCG.ctg17.66	cellular_component
GO:0006508	AYCG.ctg57.25	biological_process
GO:0016787	AYCG.ctg57.25	molecular_function
GO:0008236	AYCG.ctg57.25	molecular_function
GO:0005576	AYCG.ctg57.25	cellular_component
GO:0006508	AYCG.ctg126.3	biological_process
GO:0008233	AYCG.ctg126.3	molecular_function
GO:0006888	AYCG.ctg5.524	biological_process
GO:0006281	AYCG.ctg5.524	biological_process
GO:0006886	AYCG.ctg5.524	biological_process
GO:0008270	AYCG.ctg5.524	molecular_function
GO:0003677	AYCG.ctg5.524	molecular_function
GO:0030127	AYCG.ctg5.524	cellular_component
GO:0055085	AYCG.ctg2.855	biological_process
GO:0022857	AYCG.ctg2.855	molecular_function
GO:0003676	AYCG.ctg2.855	molecular_function
GO:0016020	AYCG.ctg2.855	cellular_component
GO:0032958	add.AYCG.ctg20.99	biological_process
GO:0016301	add.AYCG.ctg20.99	molecular_function
GO:0009733	add.AYCG.ctg2.146	biological_process
GO:0016758	add.AYCG.ctg11.100	molecular_function
GO:0008194	add.AYCG.ctg11.100	molecular_function
GO:0003779	AYCG.ctg1.350	molecular_function
GO:0050832	add.AYCG.ctg37.50	biological_process
GO:0042742	add.AYCG.ctg37.50	biological_process
GO:0030521	AYCG.ctg22.280	biological_process
GO:0006355	AYCG.ctg22.280	biological_process
GO:0005515	AYCG.ctg22.280	molecular_function
GO:0003677	AYCG.ctg22.280	molecular_function
GO:0005496	AYCG.ctg22.280	molecular_function
GO:0004879	AYCG.ctg22.280	molecular_function
GO:0005634	AYCG.ctg22.280	cellular_component
GO:0005509	AYCG.ctg21.224	molecular_function
GO:0006355	AYCG.ctg8.25	biological_process
GO:0003700	AYCG.ctg8.25	molecular_function
GO:0055085	AYCG.ctg1.231	biological_process
GO:0016021	AYCG.ctg1.231	cellular_component
GO:0006351	AYCG.ctg24.321	biological_process
GO:0005634	AYCG.ctg24.321	cellular_component
GO:0008270	add.AYCG.ctg7.140	molecular_function
GO:0003677	add.AYCG.ctg7.140	molecular_function
GO:0030247	add.AYCG.ctg210.2	molecular_function
GO:0006281	AYCG.ctg6.221	biological_process
GO:0008270	AYCG.ctg6.221	molecular_function
GO:0006886	AYCG.ctg9.271	biological_process
GO:0006888	AYCG.ctg9.271	biological_process
GO:0005515	AYCG.ctg9.271	molecular_function
GO:0030127	AYCG.ctg9.271	cellular_component
GO:0005515	AYCG.ctg4.501	molecular_function
GO:0071704	AYCG.ctg30.107	biological_process
GO:0005975	AYCG.ctg30.107	biological_process
GO:0016868	AYCG.ctg30.107	molecular_function
GO:0005515	AYCG.ctg41.97	molecular_function
GO:0000160	AYCG.ctg22.282	biological_process
GO:0007165	AYCG.ctg22.282	biological_process
GO:0000155	AYCG.ctg22.282	molecular_function
GO:0016021	AYCG.ctg22.282	cellular_component
GO:0005525	add.AYCG.ctg6.11	molecular_function
GO:0005975	AYCG.ctg9.364	biological_process
GO:0030259	AYCG.ctg9.364	biological_process
GO:0016758	AYCG.ctg9.364	molecular_function
GO:0008194	AYCG.ctg9.364	molecular_function
GO:0005515	AYCG.ctg4.28	molecular_function
GO:0006013	add.AYCG.ctg31.151	biological_process
GO:0004559	add.AYCG.ctg31.151	molecular_function
GO:0006508	add.AYCG.ctg19.99	biological_process
GO:0008236	add.AYCG.ctg19.99	molecular_function
GO:0006284	AYCG.ctg2.741	biological_process
GO:0003905	AYCG.ctg2.741	molecular_function
GO:0003677	AYCG.ctg2.741	molecular_function
GO:0006351	AYCG.ctg5.292	biological_process
GO:0016226	AYCG.ctg5.292	biological_process
GO:0008168	AYCG.ctg5.292	molecular_function
GO:0051536	AYCG.ctg5.292	molecular_function
GO:0005737	AYCG.ctg5.292	cellular_component
GO:0010333	add.AYCG.ctg13.14	molecular_function
GO:0000287	add.AYCG.ctg13.14	molecular_function
GO:0016829	add.AYCG.ctg13.14	molecular_function
GO:0016021	AYCG.ctg351.1	cellular_component
GO:0055085	AYCG.ctg32.5	biological_process
GO:0022857	AYCG.ctg32.5	molecular_function
GO:0031145	add.AYCG.ctg9.90	biological_process
GO:0008270	add.AYCG.ctg9.90	molecular_function
GO:0046872	add.AYCG.ctg9.90	molecular_function
GO:0005680	add.AYCG.ctg9.90	cellular_component
GO:0006355	AYCG.ctg25.236	biological_process
GO:0003677	AYCG.ctg25.236	molecular_function
GO:0003779	AYCG.ctg34.582	molecular_function
GO:0008270	add.AYCG.ctg2.22	molecular_function
GO:0003676	add.AYCG.ctg2.22	molecular_function
GO:0006355	AYCG.ctg14.348	biological_process
GO:0005515	AYCG.ctg14.348	molecular_function
GO:0008134	AYCG.ctg14.348	molecular_function
GO:0008270	AYCG.ctg14.348	molecular_function
GO:0003676	AYCG.ctg14.348	molecular_function
GO:0003677	AYCG.ctg14.348	molecular_function
GO:0005730	AYCG.ctg14.348	cellular_component
GO:0006694	AYCG.ctg9.564	biological_process
GO:0055114	AYCG.ctg9.564	biological_process
GO:0016616	AYCG.ctg9.564	molecular_function
GO:0003824	AYCG.ctg9.564	molecular_function
GO:0003854	AYCG.ctg9.564	molecular_function
GO:0008168	AYCG.ctg9.564	molecular_function
GO:0016491	AYCG.ctg9.564	molecular_function
GO:0016787	AYCG.ctg9.681	molecular_function
GO:0016192	AYCG.ctg4.88	biological_process
GO:0006886	AYCG.ctg4.88	biological_process
GO:0005198	AYCG.ctg4.88	molecular_function
GO:0005515	AYCG.ctg4.88	molecular_function
GO:0030117	AYCG.ctg4.88	cellular_component
GO:0030126	AYCG.ctg4.88	cellular_component
GO:0006468	AYCG.ctg9.380	biological_process
GO:0006508	AYCG.ctg9.380	biological_process
GO:0004181	AYCG.ctg9.380	molecular_function
GO:0016788	AYCG.ctg9.380	molecular_function
GO:0008270	AYCG.ctg9.380	molecular_function
GO:0004672	AYCG.ctg9.380	molecular_function
GO:0005524	AYCG.ctg9.380	molecular_function
GO:0006310	AYCG.ctg7.1126	biological_process
GO:0006281	AYCG.ctg7.1126	biological_process
GO:0019079	AYCG.ctg7.1126	biological_process
GO:0006355	AYCG.ctg7.1126	biological_process
GO:0009378	AYCG.ctg7.1126	molecular_function
GO:0008134	AYCG.ctg7.1126	molecular_function
GO:0003724	AYCG.ctg7.1126	molecular_function
GO:0003723	AYCG.ctg7.1126	molecular_function
GO:0016887	AYCG.ctg7.1126	molecular_function
GO:0003678	AYCG.ctg7.1126	molecular_function
GO:0005524	AYCG.ctg7.1126	molecular_function
GO:0019236	add.AYCG.ctg4.238	biological_process
GO:0007186	add.AYCG.ctg4.238	biological_process
GO:0055085	add.AYCG.ctg4.238	biological_process
GO:0022857	add.AYCG.ctg4.238	molecular_function
GO:0016021	add.AYCG.ctg4.238	cellular_component
GO:0006355	AYCG.ctg9.723	biological_process
GO:0003723	AYCG.ctg9.723	molecular_function
GO:0055114	add.AYCG.ctg24.19	biological_process
GO:0005975	add.AYCG.ctg6.103	biological_process
GO:0006914	AYCG.ctg21.247	biological_process
GO:0006749	AYCG.ctg23.119	biological_process
GO:0005515	AYCG.ctg23.119	molecular_function
GO:0006777	AYCG.ctg3.464	biological_process
GO:0007186	AYCG.ctg3.464	biological_process
GO:0031683	AYCG.ctg3.464	molecular_function
GO:0003924	AYCG.ctg3.464	molecular_function
GO:0019001	AYCG.ctg3.464	molecular_function
GO:0005525	AYCG.ctg3.464	molecular_function
GO:0015833	AYCG.ctg9.687	biological_process
GO:0009405	AYCG.ctg9.687	biological_process
GO:0019871	AYCG.ctg9.687	molecular_function
GO:0000166	AYCG.ctg9.687	molecular_function
GO:0003723	AYCG.ctg9.687	molecular_function
GO:0046872	AYCG.ctg9.687	molecular_function
GO:0005524	AYCG.ctg9.687	molecular_function
GO:0042151	AYCG.ctg9.687	cellular_component
GO:0006355	add.AYCG.ctg39.4	biological_process
GO:0003677	add.AYCG.ctg39.4	molecular_function
GO:0006468	AYCG.ctg9.156	biological_process
GO:0005524	AYCG.ctg9.156	molecular_function
GO:0004672	AYCG.ctg9.156	molecular_function
GO:0003677	AYCG.ctg26.31	molecular_function
GO:0005634	AYCG.ctg26.31	cellular_component
GO:0055114	AYCG.ctg1.93	biological_process
GO:0016491	AYCG.ctg1.93	molecular_function
GO:0005515	add.AYCG.ctg50.8	molecular_function
GO:0055114	AYCG.ctg1.162	biological_process
GO:0030151	AYCG.ctg1.162	molecular_function
GO:0016491	AYCG.ctg1.162	molecular_function
GO:0006355	add.AYCG.ctg21.114	biological_process
GO:0003700	add.AYCG.ctg21.114	molecular_function
GO:0006418	AYCG.ctg20.82	biological_process
GO:0004812	AYCG.ctg20.82	molecular_function
GO:0000166	AYCG.ctg20.82	molecular_function
GO:0005524	AYCG.ctg20.82	molecular_function
GO:0016021	AYCG.ctg20.82	cellular_component
GO:0016012	AYCG.ctg20.82	cellular_component
GO:0016787	AYCG.ctg32.79	molecular_function
GO:0034061	AYCG.ctg32.79	molecular_function
GO:0005524	AYCG.ctg32.79	molecular_function
GO:0003676	AYCG.ctg32.79	molecular_function
GO:0003677	AYCG.ctg32.79	molecular_function
GO:0016020	AYCG.ctg59.4	cellular_component
GO:0006468	AYCG.ctg2.419	biological_process
GO:0005524	AYCG.ctg2.419	molecular_function
GO:0004672	AYCG.ctg2.419	molecular_function
GO:0005515	AYCG.ctg33.14	molecular_function
GO:0004129	AYCG.ctg50.56	molecular_function
GO:0005740	AYCG.ctg50.56	cellular_component
GO:0008283	add.AYCG.ctg50.25	biological_process
GO:0008083	add.AYCG.ctg50.25	molecular_function
GO:0005576	add.AYCG.ctg50.25	cellular_component
GO:0006468	add.AYCG.ctg5.287	biological_process
GO:0005515	add.AYCG.ctg5.287	molecular_function
GO:0004672	add.AYCG.ctg5.287	molecular_function
GO:0006310	AYCG.ctg7.49	biological_process
GO:0005515	AYCG.ctg7.49	molecular_function
GO:0003677	AYCG.ctg7.49	molecular_function
GO:0005634	AYCG.ctg7.49	cellular_component
GO:0006629	add.AYCG.ctg21.59	biological_process
GO:0009058	AYCG.ctg2.669	biological_process
GO:0016788	AYCG.ctg2.669	molecular_function
GO:0003924	AYCG.ctg2.799	molecular_function
GO:0005524	AYCG.ctg2.799	molecular_function
GO:0005525	AYCG.ctg2.799	molecular_function
GO:0016020	AYCG.ctg2.799	cellular_component
GO:0005515	AYCG.ctg36.110	molecular_function
GO:0005515	add.AYCG.ctg11.85	molecular_function
GO:0006744	AYCG.ctg36.12	biological_process
GO:0055114	AYCG.ctg36.12	biological_process
GO:0004497	AYCG.ctg36.12	molecular_function
GO:0009916	AYCG.ctg36.12	molecular_function
GO:0046855	AYCG.ctg13.6	biological_process
GO:0002098	AYCG.ctg3.203	biological_process
GO:0005515	AYCG.ctg3.203	molecular_function
GO:0033588	AYCG.ctg3.203	cellular_component
GO:0055114	AYCG.ctg20.380	biological_process
GO:0050661	AYCG.ctg20.380	molecular_function
GO:0051287	AYCG.ctg20.380	molecular_function
GO:0016620	AYCG.ctg20.380	molecular_function
GO:0005515	AYCG.ctg20.380	molecular_function
GO:0070402	AYCG.ctg20.380	molecular_function
GO:0016491	AYCG.ctg20.380	molecular_function
GO:0016787	AYCG.ctg20.363	molecular_function
GO:0007018	AYCG.ctg9.122	biological_process
GO:0008017	AYCG.ctg9.122	molecular_function
GO:0005524	AYCG.ctg9.122	molecular_function
GO:0003777	AYCG.ctg9.122	molecular_function
GO:0006468	add.AYCG.ctg14.204	biological_process
GO:0005524	add.AYCG.ctg14.204	molecular_function
GO:0004672	add.AYCG.ctg14.204	molecular_function
GO:0048193	AYCG.ctg2.660	biological_process
GO:0016020	AYCG.ctg2.660	cellular_component
GO:0010181	AYCG.ctg21.554	molecular_function
GO:0006468	AYCG.ctg31.351	biological_process
GO:0005524	AYCG.ctg31.351	molecular_function
GO:0004672	AYCG.ctg31.351	molecular_function
GO:0055114	AYCG.ctg4.363	biological_process
GO:0006979	AYCG.ctg4.363	biological_process
GO:0004601	AYCG.ctg4.363	molecular_function
GO:0020037	AYCG.ctg4.363	molecular_function
GO:0006355	add.AYCG.ctg35.19	biological_process
GO:0003690	add.AYCG.ctg35.19	molecular_function
GO:0005515	add.AYCG.ctg7.357	molecular_function
GO:0032012	AYCG.ctg3.360	biological_process
GO:0055114	AYCG.ctg52.5	biological_process
GO:0003885	AYCG.ctg52.5	molecular_function
GO:0016021	AYCG.ctg52.5	cellular_component
GO:0016020	AYCG.ctg52.5	cellular_component
GO:0003924	AYCG.ctg9.485	molecular_function
GO:0005525	AYCG.ctg9.485	molecular_function
GO:0007165	AYCG.ctg34.59	biological_process
GO:0019888	AYCG.ctg34.59	molecular_function
GO:0000159	AYCG.ctg34.59	cellular_component
GO:0006355	add.AYCG.ctg56.23	biological_process
GO:0009089	add.AYCG.ctg56.23	biological_process
GO:0006694	add.AYCG.ctg56.23	biological_process
GO:0055114	add.AYCG.ctg56.23	biological_process
GO:0016616	add.AYCG.ctg56.23	molecular_function
GO:0008134	add.AYCG.ctg56.23	molecular_function
GO:0005524	add.AYCG.ctg56.23	molecular_function
GO:0003824	add.AYCG.ctg56.23	molecular_function
GO:0008839	add.AYCG.ctg56.23	molecular_function
GO:0070402	add.AYCG.ctg56.23	molecular_function
GO:0003854	add.AYCG.ctg56.23	molecular_function
GO:0007213	AYCG.ctg2.58	biological_process
GO:0030001	AYCG.ctg2.58	biological_process
GO:0043113	AYCG.ctg2.58	biological_process
GO:0043236	AYCG.ctg2.58	molecular_function
GO:0046872	AYCG.ctg2.58	molecular_function
GO:0006355	AYCG.ctg1.539	biological_process
GO:0043565	AYCG.ctg1.539	molecular_function
GO:0008270	AYCG.ctg1.539	molecular_function
GO:0003924	AYCG.ctg36.19	molecular_function
GO:0005515	AYCG.ctg36.19	molecular_function
GO:0005525	AYCG.ctg36.19	molecular_function
GO:0006417	add.AYCG.ctg14.47	biological_process
GO:0045182	add.AYCG.ctg14.47	molecular_function
GO:0008270	add.AYCG.ctg14.47	molecular_function
GO:0005515	add.AYCG.ctg14.47	molecular_function
GO:0004564	add.AYCG.ctg12.87	molecular_function
GO:0004575	add.AYCG.ctg12.87	molecular_function
GO:0005094	AYCG.ctg5.924	molecular_function
GO:0005737	AYCG.ctg5.924	cellular_component
GO:0003676	AYCG.ctg41.59	molecular_function
GO:0031145	AYCG.ctg7.453	biological_process
GO:0008270	AYCG.ctg7.453	molecular_function
GO:0046872	AYCG.ctg7.453	molecular_function
GO:0005680	AYCG.ctg7.453	cellular_component
GO:0008270	AYCG.ctg1.76	molecular_function
GO:0015948	AYCG.ctg5.783	biological_process
GO:0008168	AYCG.ctg5.783	molecular_function
GO:0005515	AYCG.ctg5.783	molecular_function
GO:0006468	add.AYCG.ctg34.118	biological_process
GO:0005524	add.AYCG.ctg34.118	molecular_function
GO:0004672	add.AYCG.ctg34.118	molecular_function
GO:0055085	AYCG.ctg35.38	biological_process
GO:0016020	AYCG.ctg35.38	cellular_component
GO:0046983	AYCG.ctg9.557	molecular_function
GO:0003677	AYCG.ctg9.557	molecular_function
GO:0006629	AYCG.ctg34.254	biological_process
GO:0008374	AYCG.ctg34.254	molecular_function
GO:0016787	AYCG.ctg34.254	molecular_function
GO:0003678	AYCG.ctg14.441	molecular_function
GO:0003682	AYCG.ctg14.441	molecular_function
GO:0016887	AYCG.ctg14.441	molecular_function
GO:0005524	AYCG.ctg14.441	molecular_function
GO:0005975	AYCG.ctg18.52	biological_process
GO:0004553	AYCG.ctg18.52	molecular_function
GO:0006310	AYCG.ctg5.964	biological_process
GO:0000150	AYCG.ctg5.964	molecular_function
GO:0008270	AYCG.ctg5.964	molecular_function
GO:0003677	AYCG.ctg5.964	molecular_function
GO:0005515	AYCG.ctg21.387	molecular_function
GO:0006468	AYCG.ctg29.128	biological_process
GO:0005524	AYCG.ctg29.128	molecular_function
GO:0004672	AYCG.ctg29.128	molecular_function
GO:0016788	AYCG.ctg25.257	molecular_function
GO:0006777	AYCG.ctg47.2	biological_process
GO:0019073	AYCG.ctg47.2	biological_process
GO:0006614	AYCG.ctg47.2	biological_process
GO:0006886	AYCG.ctg47.2	biological_process
GO:0017111	AYCG.ctg47.2	molecular_function
GO:0016301	AYCG.ctg47.2	molecular_function
GO:0003924	AYCG.ctg47.2	molecular_function
GO:0000166	AYCG.ctg47.2	molecular_function
GO:0043531	AYCG.ctg47.2	molecular_function
GO:0003677	AYCG.ctg47.2	molecular_function
GO:0005524	AYCG.ctg47.2	molecular_function
GO:0005525	AYCG.ctg47.2	molecular_function
GO:0030176	AYCG.ctg47.2	cellular_component
GO:0016052	AYCG.ctg12.143	biological_process
GO:0004556	AYCG.ctg12.143	molecular_function
GO:0005509	AYCG.ctg12.143	molecular_function
GO:0046373	AYCG.ctg14.449	biological_process
GO:0046556	AYCG.ctg14.449	molecular_function
GO:0036128	AYCG.ctg14.449	cellular_component
GO:0006812	add.AYCG.ctg28.132	biological_process
GO:0055085	add.AYCG.ctg28.132	biological_process
GO:0008324	add.AYCG.ctg28.132	molecular_function
GO:0016021	add.AYCG.ctg28.132	cellular_component
GO:0005543	AYCG.ctg14.290	molecular_function
GO:0051087	AYCG.ctg20.180	molecular_function
GO:0004518	AYCG.ctg15.54	molecular_function
GO:0005515	AYCG.ctg15.54	molecular_function
GO:0003924	add.AYCG.ctg14.44	molecular_function
GO:0005525	add.AYCG.ctg14.44	molecular_function
GO:0004553	AYCG.ctg32.64	molecular_function
GO:0006355	AYCG.ctg41.57	biological_process
GO:0003690	AYCG.ctg41.57	molecular_function
GO:0030521	add.AYCG.ctg33.70	biological_process
GO:0006355	add.AYCG.ctg33.70	biological_process
GO:0003677	add.AYCG.ctg33.70	molecular_function
GO:0005496	add.AYCG.ctg33.70	molecular_function
GO:0004879	add.AYCG.ctg33.70	molecular_function
GO:0005634	add.AYCG.ctg33.70	cellular_component
GO:0006139	AYCG.ctg28.33	biological_process
GO:0016787	AYCG.ctg28.33	molecular_function
GO:0016818	AYCG.ctg28.33	molecular_function
GO:0004386	AYCG.ctg28.33	molecular_function
GO:0003676	AYCG.ctg28.33	molecular_function
GO:0003677	AYCG.ctg28.33	molecular_function
GO:0005524	AYCG.ctg28.33	molecular_function
GO:0006749	AYCG.ctg25.2	biological_process
GO:0005515	AYCG.ctg25.2	molecular_function
GO:0009733	add.AYCG.ctg18.114	biological_process
GO:0030001	AYCG.ctg22.56	biological_process
GO:0055085	AYCG.ctg22.56	biological_process
GO:0005198	AYCG.ctg22.56	molecular_function
GO:0046873	AYCG.ctg22.56	molecular_function
GO:0016020	AYCG.ctg22.56	cellular_component
GO:0019028	AYCG.ctg22.56	cellular_component
GO:0019031	AYCG.ctg22.56	cellular_component
GO:0031145	add.AYCG.ctg12.75	biological_process
GO:0008270	add.AYCG.ctg12.75	molecular_function
GO:0046872	add.AYCG.ctg12.75	molecular_function
GO:0005680	add.AYCG.ctg12.75	cellular_component
GO:0003723	AYCG.ctg29.63	molecular_function
GO:0005515	add.AYCG.ctg37.57	molecular_function
GO:0003779	AYCG.ctg17.31	molecular_function
GO:0006812	AYCG.ctg37.94	biological_process
GO:0055085	AYCG.ctg37.94	biological_process
GO:0015299	AYCG.ctg37.94	molecular_function
GO:0016021	AYCG.ctg37.94	cellular_component
GO:0006629	AYCG.ctg34.139	biological_process
GO:0006506	AYCG.ctg34.139	biological_process
GO:0016740	AYCG.ctg34.139	molecular_function
GO:0008484	AYCG.ctg34.139	molecular_function
GO:0005789	AYCG.ctg34.139	cellular_component
GO:0019888	AYCG.ctg142.2	molecular_function
GO:0030289	AYCG.ctg142.2	cellular_component
GO:0009058	AYCG.ctg7.1141	biological_process
GO:0016874	AYCG.ctg7.1141	molecular_function
GO:0005524	AYCG.ctg7.1141	molecular_function
GO:0006813	AYCG.ctg6.44	biological_process
GO:0006694	AYCG.ctg6.44	biological_process
GO:0055114	AYCG.ctg6.44	biological_process
GO:0016616	AYCG.ctg6.44	molecular_function
GO:0003824	AYCG.ctg6.44	molecular_function
GO:0003854	AYCG.ctg6.44	molecular_function
GO:0016491	AYCG.ctg6.44	molecular_function
GO:0010215	AYCG.ctg2.90	biological_process
GO:0031225	AYCG.ctg2.90	cellular_component
GO:0008289	AYCG.ctg28.294	molecular_function
GO:0005975	AYCG.ctg17.168	biological_process
GO:0004650	AYCG.ctg17.168	molecular_function
GO:0000272	add.AYCG.ctg2.401	biological_process
GO:0005509	add.AYCG.ctg2.401	molecular_function
GO:0005515	add.AYCG.ctg2.401	molecular_function
GO:0004553	add.AYCG.ctg2.401	molecular_function
GO:0055085	AYCG.ctg20.188	biological_process
GO:0015267	AYCG.ctg20.188	molecular_function
GO:0016020	AYCG.ctg20.188	cellular_component
GO:0005515	add.AYCG.ctg31.148	molecular_function
GO:0006468	AYCG.ctg5.677	biological_process
GO:0005515	AYCG.ctg5.677	molecular_function
GO:0005524	AYCG.ctg5.677	molecular_function
GO:0004672	AYCG.ctg5.677	molecular_function
GO:0006097	AYCG.ctg12.110	biological_process
GO:0004474	AYCG.ctg12.110	molecular_function
GO:0030133	AYCG.ctg32.209	cellular_component
GO:0031083	AYCG.ctg32.209	cellular_component
GO:0055114	AYCG.ctg14.222	biological_process
GO:0016627	AYCG.ctg14.222	molecular_function
GO:0003755	AYCG.ctg10.507	molecular_function
GO:0006284	AYCG.ctg10.397	biological_process
GO:0000272	AYCG.ctg10.397	biological_process
GO:0008725	AYCG.ctg10.397	molecular_function
GO:0005509	AYCG.ctg10.397	molecular_function
GO:0005515	AYCG.ctg10.397	molecular_function
GO:0004553	AYCG.ctg10.397	molecular_function
GO:0006468	AYCG.ctg5.995	biological_process
GO:0005524	AYCG.ctg5.995	molecular_function
GO:0004672	AYCG.ctg5.995	molecular_function
GO:0006013	AYCG.ctg20.240	biological_process
GO:0004559	AYCG.ctg20.240	molecular_function
GO:0055114	add.AYCG.ctg14.23	biological_process
GO:0071949	add.AYCG.ctg14.23	molecular_function
GO:0016491	add.AYCG.ctg14.23	molecular_function
GO:0048870	AYCG.ctg4.222	biological_process
GO:0006412	AYCG.ctg4.222	biological_process
GO:0003735	AYCG.ctg4.222	molecular_function
GO:0031514	AYCG.ctg4.222	cellular_component
GO:0005840	AYCG.ctg4.222	cellular_component
GO:0008168	AYCG.ctg3.276	molecular_function
GO:0006629	AYCG.ctg23.250	biological_process
GO:0008374	AYCG.ctg23.250	molecular_function
GO:0016788	AYCG.ctg23.250	molecular_function
GO:0048544	add.AYCG.ctg9.177	biological_process
GO:0006310	AYCG.ctg8.130	biological_process
GO:0006281	AYCG.ctg8.130	biological_process
GO:0006355	AYCG.ctg8.130	biological_process
GO:0006260	AYCG.ctg8.130	biological_process
GO:0009378	AYCG.ctg8.130	molecular_function
GO:0008134	AYCG.ctg8.130	molecular_function
GO:0016301	AYCG.ctg8.130	molecular_function
GO:0016887	AYCG.ctg8.130	molecular_function
GO:0003678	AYCG.ctg8.130	molecular_function
GO:0005524	AYCG.ctg8.130	molecular_function
GO:0055114	add.AYCG.ctg2.8	biological_process
GO:0005506	add.AYCG.ctg2.8	molecular_function
GO:0016705	add.AYCG.ctg2.8	molecular_function
GO:0020037	add.AYCG.ctg2.8	molecular_function
GO:0030683	AYCG.ctg33.44	biological_process
GO:0044386	AYCG.ctg33.44	cellular_component
GO:0000160	AYCG.ctg5.687	biological_process
GO:0006109	AYCG.ctg5.687	biological_process
GO:0000155	AYCG.ctg5.687	molecular_function
GO:0005515	AYCG.ctg5.687	molecular_function
GO:0004672	AYCG.ctg5.687	molecular_function
GO:0003774	AYCG.ctg5.687	molecular_function
GO:0005524	AYCG.ctg5.687	molecular_function
GO:0016459	AYCG.ctg5.687	cellular_component
GO:0055114	AYCG.ctg8.150	biological_process
GO:0006979	AYCG.ctg8.150	biological_process
GO:0004601	AYCG.ctg8.150	molecular_function
GO:0020037	AYCG.ctg8.150	molecular_function
GO:0006887	AYCG.ctg31.226	biological_process
GO:0000145	AYCG.ctg31.226	cellular_component
GO:0006355	AYCG.ctg34.505	biological_process
GO:0003700	AYCG.ctg34.505	molecular_function
GO:0016020	AYCG.ctg34.505	cellular_component
GO:0005975	AYCG.ctg9.428	biological_process
GO:0004553	AYCG.ctg9.428	molecular_function
GO:0006659	AYCG.ctg56.16	biological_process
